date,open,close,volume
1992-01-02,3152.1001,3172.3999,23550000
1992-01-03,3172.3999,3201.5000,23620000
1992-01-06,3201.5000,3200.1001,27280000
1992-01-07,3200.1001,3204.8000,25510000
1992-01-08,3204.8000,3203.8999,29040000
1992-01-09,3203.8999,3209.5000,29820000
1992-01-10,3209.5000,3199.5000,23440000
1992-01-13,3199.5000,3185.6001,19300000
1992-01-14,3185.6001,3246.2000,24220000
1992-01-15,3246.2000,3258.5000,29560000
1992-01-16,3258.5000,3249.6001,38100000
1992-01-17,3249.6001,3265.0000,39780000
1992-01-20,3265.0000,3254.0000,18190000
1992-01-21,3254.0000,3223.3999,24160000
1992-01-22,3223.3999,3255.8000,21590000
1992-01-23,3255.8000,3226.7000,22140000
1992-01-24,3226.7000,3232.8000,22600000
1992-01-27,3232.8000,3240.6001,19110000
1992-01-28,3240.6001,3272.1001,24960000
1992-01-29,3272.1001,3225.0000,32500000
1992-01-30,3225.0000,3244.8999,22080000
1992-01-31,3244.8999,3223.3999,20610000
1992-02-03,3223.3999,3234.1001,18860000
1992-02-04,3234.1001,3272.8000,23970000
1992-02-05,3272.8000,3257.6001,27360000
1992-02-06,3257.6001,3255.6001,20490000
1992-02-07,3255.6001,3225.3999,21660000
1992-02-10,3225.3999,3245.1001,16100000
1992-02-11,3245.1001,3251.6001,23400000
1992-02-12,3251.6001,3276.8000,21580000
1992-02-13,3276.8000,3246.7000,22200000
1992-02-14,3246.7000,3246.0000,21260000
1992-02-18,3246.0000,3224.7000,21970000
1992-02-19,3224.7000,3230.3000,22930000
1992-02-20,3230.6001,3280.6001,25840000
1992-02-21,3280.6001,3280.2000,26840000
1992-02-24,3280.2000,3282.3999,17880000
1992-02-25,3282.2000,3257.8000,20980000
1992-02-26,3257.8000,3283.3000,21160000
1992-02-27,3283.3000,3269.5000,18710000
1992-02-28,3269.5000,3267.7000,17960000
1992-03-02,3267.7000,3275.3000,17220000
1992-03-03,3275.3000,3290.3000,19520000
1992-03-04,3290.3000,3268.6001,22800000
1992-03-05,3268.3000,3241.5000,18220000
1992-03-06,3241.5000,3221.6001,18460000
1992-03-09,3221.6001,3215.1001,16530000
1992-03-10,3215.1001,3231.0000,20730000
1992-03-11,3231.0000,3208.6001,17670000
1992-03-12,3208.6001,3208.6001,18080000
1992-03-13,3208.6001,3235.8999,16370000
1992-03-16,3235.8999,3236.3999,15050000
1992-03-17,3236.3999,3256.0000,18020000
1992-03-18,3256.0000,3254.3000,17890000
1992-03-19,3254.3000,3261.3999,17170000
1992-03-20,3261.3999,3276.3999,28640000
1992-03-23,3275.8999,3272.1001,15690000
1992-03-24,3272.1001,3261.0000,24380000
1992-03-25,3261.0000,3259.3999,18960000
1992-03-26,3259.3999,3267.7000,18120000
1992-03-27,3267.7000,3231.3999,15140000
1992-03-30,3231.3999,3235.2000,12640000
1992-03-31,3235.2000,3235.5000,15110000
1992-04-01,3235.5000,3249.3000,18840000
1992-04-02,3249.3000,3234.1001,19020000
1992-04-03,3234.1001,3249.1001,21150000
1992-04-06,3249.3000,3275.5000,20110000
1992-04-07,3275.5000,3213.6001,22490000
1992-04-08,3213.6001,3181.3999,29710000
1992-04-09,3181.8000,3225.0000,24490000
1992-04-10,3225.6001,3255.3999,18650000
1992-04-13,3255.3999,3269.8999,13220000
1992-04-14,3269.8999,3306.1001,26050000
1992-04-15,3307.0000,3353.8000,25460000
1992-04-16,3353.8000,3366.5000,27840000
1992-04-20,3365.6001,3336.3000,22290000
1992-04-21,3336.3000,3343.3000,20080000
1992-04-22,3343.3000,3338.8000,18160000
1992-04-23,3338.8000,3348.6001,24810000
1992-04-24,3348.6001,3324.5000,21220000
1992-04-27,3324.0000,3304.5601,21610000
1992-04-28,3304.5000,3307.8999,18860000
1992-04-29,3308.1001,3333.2000,21280000
1992-04-30,3333.2000,3359.1001,22960000
1992-05-01,3359.1001,3336.1001,19380000
1992-05-04,3336.1001,3378.1001,18680000
1992-05-05,3378.1001,3359.3999,18080000
1992-05-06,3360.0000,3369.3999,17940000
1992-05-07,3369.3999,3363.3999,17570000
1992-05-08,3363.3999,3369.3999,14560000
1992-05-11,3369.3999,3397.6001,14110000
1992-05-12,3397.6001,3385.1001,19030000
1992-05-13,3385.1001,3392.0000,17720000
1992-05-14,3392.0000,3368.8999,18270000
1992-05-15,3368.8999,3353.1001,18430000
1992-05-18,3353.1001,3376.0000,14960000
1992-05-19,3376.0000,3398.0000,20950000
1992-05-20,3398.0000,3393.8000,34230000
1992-05-21,3393.8000,3378.7000,19190000
1992-05-22,3378.7000,3386.8000,17690000
1992-05-26,3386.8000,3364.2000,25940000
1992-05-27,3364.2000,3370.3999,22390000
1992-05-28,3370.3999,3398.3999,18350000
1992-05-29,3398.3999,3396.8999,20770000
1992-06-01,3396.8999,3413.2000,21280000
1992-06-02,3413.2000,3396.1001,22350000
1992-06-03,3396.1001,3407.0000,22690000
1992-06-04,3407.0000,3399.7000,24370000
1992-06-05,3399.7000,3398.7000,23760000
1992-06-08,3398.7000,3404.1001,16280000
1992-06-09,3404.1001,3369.8999,17510000
1992-06-10,3369.8999,3343.2000,20880000
1992-06-11,3343.2000,3351.5000,24850000
1992-06-12,3352.0000,3354.3999,19820000
1992-06-15,3354.3999,3354.8999,17220000
1992-06-16,3354.8999,3329.5000,19190000
1992-06-17,3329.5000,3287.8000,28140000
1992-06-18,3287.8000,3274.1001,25690000
