date,open,close,volume
2003-12-01,1.7238,1.7186,0
2003-12-02,1.7190,1.7303,0
2003-12-03,1.7305,1.7281,0
2003-12-04,1.7274,1.7207,0
2003-12-05,1.7206,1.7331,0
2003-12-08,1.7295,1.7342,0
2003-12-09,1.7337,1.7454,0
2003-12-10,1.7453,1.7398,0
2003-12-11,1.7400,1.7462,0
2003-12-12,1.7463,1.7473,0
2003-12-15,1.7394,1.7473,0
2003-12-16,1.7472,1.7542,0
2003-12-17,1.7542,1.7655,0
2003-12-18,1.7654,1.7710,0
2003-12-19,1.7712,1.7652,0
2003-12-22,1.7628,1.7643,0
2003-12-23,1.7638,1.7642,0
2003-12-24,1.7638,1.7756,0
2003-12-25,1.7750,1.7754,0
2003-12-26,1.7753,1.7720,0
2003-12-29,1.7724,1.7745,0
2003-12-30,1.7741,1.7780,0
2003-12-31,1.7780,1.7888,0
2004-01-01,1.7888,1.7852,0
2004-01-02,1.7856,1.7937,0
2004-01-05,1.7955,1.8072,0
2004-01-06,1.8074,1.8213,0
2004-01-07,1.8209,1.8178,0
2004-01-08,1.8167,1.8339,0
2004-01-09,1.8340,1.8481,0
2004-01-12,1.8473,1.8456,0
2004-01-13,1.8457,1.8488,0
2004-01-14,1.8489,1.8317,0
2004-01-15,1.8330,1.8252,0
2004-01-16,1.8254,1.7990,0
2004-01-19,1.7999,1.7833,0
2004-01-20,1.7830,1.8188,0
2004-01-21,1.8189,1.8328,0
2004-01-22,1.8327,1.8437,0
2004-01-23,1.8434,1.8278,0
2004-01-26,1.8250,1.8150,0
2004-01-27,1.8150,1.8267,0
2004-01-28,1.8269,1.8151,0
2004-01-29,1.8151,1.8171,0
2004-01-30,1.8163,1.8253,0
2004-02-02,1.8248,1.8216,0
2004-02-03,1.8324,1.8379,0
2004-02-04,1.8376,1.8322,0
2004-02-05,1.8324,1.8362,0
2004-02-06,1.8363,1.8475,0
2004-02-09,1.8452,1.8597,0
2004-02-10,1.8598,1.8673,0
2004-02-11,1.8673,1.8925,0
2004-02-12,1.8926,1.8930,0
2004-02-13,1.8927,1.8853,0
2004-02-16,1.8847,1.8888,0
2004-02-17,1.8890,1.9056,0
2004-02-18,1.9081,1.8926,0
2004-02-19,1.8924,1.8992,0
2004-02-20,1.8991,1.8620,0
2004-02-23,1.8591,1.8684,0
2004-02-24,1.8684,1.8900,0
2004-02-25,1.8900,1.8723,0
2004-02-26,1.8724,1.8633,0
2004-02-27,1.8634,1.8695,0
2004-03-01,1.8742,1.8679,0
2004-03-02,1.8684,1.8382,0
2004-03-03,1.8385,1.8276,0
2004-03-04,1.8278,1.8230,0
2004-03-05,1.8231,1.8454,0
2004-03-08,1.8465,1.8527,0
2004-03-09,1.8530,1.8261,0
2004-03-10,1.8530,1.8034,0
2004-03-11,1.8035,1.8102,0
2004-03-12,1.8102,1.8041,0
2004-03-15,1.7993,1.8049,0
2004-03-16,1.8046,1.8132,0
2004-03-17,1.8129,1.8168,0
2004-03-18,1.8169,1.8354,0
2004-03-19,1.8352,1.8342,0
2004-03-22,1.8338,1.8475,0
2004-03-23,1.8477,1.8521,0
2004-03-24,1.8522,1.8253,0
2004-03-25,1.8256,1.8080,0
2004-03-26,1.8079,1.8177,0
2004-03-28,1.8140,1.8196,0
2004-03-29,1.8196,1.8276,0
2004-03-30,1.8266,1.8434,0
2004-03-31,1.8430,1.8565,0
2004-04-01,1.8566,1.8281,0
2004-04-04,1.8287,1.8238,0
2004-04-05,1.8239,1.8435,0
2004-04-06,1.8434,1.8402,0
2004-04-07,1.8402,1.8311,0
2004-04-08,1.8311,1.8338,0
2004-04-11,1.8339,1.8379,0
2004-04-12,1.8379,1.8181,0
2004-04-13,1.8182,1.7898,0
2004-04-14,1.7890,1.7914,0
2004-04-15,1.7914,1.7963,0
2004-04-18,1.7991,1.8071,0
2004-04-19,1.7914,1.7853,0
2004-04-20,1.7850,1.7695,0
2004-04-21,1.7695,1.7753,0
2004-04-22,1.7766,1.7732,0
2004-04-25,1.7725,1.7860,0
2004-04-26,1.7860,1.7919,0
2004-04-27,1.7922,1.7710,0
2004-04-28,1.7713,1.7734,0
2004-04-29,1.7733,1.7786,0
2004-05-02,1.7790,1.7714,0
2004-05-03,1.7714,1.7957,0
2004-05-04,1.7960,1.7910,0
2004-05-05,1.7910,1.7946,0
2004-05-06,1.7947,1.7892,0
2004-05-09,1.7865,1.7772,0
2004-05-10,1.7773,1.7603,0
